task_id,mission_id,source_mission_id,goal_level,mission_split,split_index,target_zone,furnace_condition,pipeline_condition,conduit_condition,archive_condition,basin_condition,template_id,gold_action_sequence
EFGHI,L1-0180,efghi_state_0032,1,train,21,furnace,bad_quality,ideal,ideal,low_resource,low_resource,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0120,efghi_state_0143,1,train,22,conduit,ideal,bad_quality,bad_quality,ideal,low_resource,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0261,efghi_state_0059,1,train,23,pipeline,ideal,low_resource,ideal,low_resource,low_resource,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0220,efghi_state_0102,1,train,24,pipeline,bad_quality,bad_quality,ideal,ideal,bad_quality,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0202,efghi_state_0003,1,train,25,furnace,low_resource,ideal,ideal,ideal,bad_quality,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0132,efghi_state_0146,1,train,26,conduit,low_resource,ideal,bad_quality,ideal,low_resource,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0174,efghi_state_0035,1,train,27,furnace,bad_quality,ideal,ideal,bad_quality,low_resource,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0092,efghi_state_0223,1,train,28,basin,ideal,ideal,bad_quality,ideal,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0051,efghi_state_0173,1,train,29,archive,low_resource,ideal,low_resource,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0160,efghi_state_0123,1,train,30,conduit,low_resource,low_resource,low_resource,ideal,bad_quality,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0255,efghi_state_0062,1,train,31,pipeline,ideal,low_resource,ideal,bad_quality,low_resource,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0265,efghi_state_0066,1,train,32,pipeline,low_resource,low_resource,ideal,ideal,bad_quality,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0151,efghi_state_0114,1,train,33,conduit,ideal,low_resource,low_resource,ideal,bad_quality,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0164,efghi_state_0052,1,train,34,furnace,bad_quality,ideal,bad_quality,bad_quality,ideal,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0198,efghi_state_0023,1,train,35,furnace,low_resource,ideal,bad_quality,low_resource,low_resource,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0072,efghi_state_0248,1,train,36,basin,ideal,ideal,low_resource,low_resource,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0094,efghi_state_0219,1,train,37,basin,ideal,ideal,ideal,bad_quality,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0148,efghi_state_0111,1,train,38,conduit,ideal,ideal,low_resource,ideal,bad_quality,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0218,efghi_state_0106,1,train,39,pipeline,bad_quality,bad_quality,ideal,bad_quality,ideal,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0240,efghi_state_0092,1,train,40,pipeline,low_resource,bad_quality,ideal,ideal,low_resource,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0270,efghi_state_0068,1,train,41,pipeline,low_resource,low_resource,ideal,low_resource,low_resource,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0133,efghi_state_0150,1,train,42,conduit,low_resource,low_resource,bad_quality,ideal,bad_quality,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0034,efghi_state_0186,1,train,43,archive,bad_quality,low_resource,bad_quality,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0007,efghi_state_0213,1,train,44,archive,bad_quality,low_resource,bad_quality,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0003,efghi_state_0215,1,train,45,archive,bad_quality,bad_quality,low_resource,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0105,efghi_state_0227,1,train,46,basin,ideal,low_resource,ideal,low_resource,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0183,efghi_state_0044,1,train,47,furnace,bad_quality,ideal,low_resource,bad_quality,low_resource,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0077,efghi_state_0253,1,train,48,basin,ideal,low_resource,ideal,ideal,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0049,efghi_state_0174,1,train,49,archive,low_resource,ideal,bad_quality,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0166,efghi_state_0048,1,train,50,furnace,bad_quality,ideal,bad_quality,ideal,bad_quality,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0254,efghi_state_0061,1,train,51,pipeline,ideal,low_resource,ideal,bad_quality,ideal,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0228,efghi_state_0089,1,train,52,pipeline,ideal,bad_quality,ideal,bad_quality,low_resource,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0175,efghi_state_0030,1,train,53,furnace,bad_quality,ideal,ideal,ideal,bad_quality,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0192,efghi_state_0026,1,train,54,furnace,low_resource,ideal,bad_quality,bad_quality,low_resource,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0227,efghi_state_0088,1,train,55,pipeline,ideal,bad_quality,ideal,bad_quality,ideal,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0232,efghi_state_0087,1,train,56,pipeline,ideal,bad_quality,ideal,low_resource,bad_quality,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0059,efghi_state_0262,1,train,57,basin,ideal,bad_quality,ideal,ideal,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0073,efghi_state_0261,1,train,58,basin,ideal,low_resource,bad_quality,bad_quality,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0215,efghi_state_0013,1,train,59,furnace,low_resource,ideal,low_resource,low_resource,ideal,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0006,efghi_state_0209,1,train,60,archive,bad_quality,ideal,low_resource,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0048,efghi_state_0179,1,train,61,archive,low_resource,bad_quality,low_resource,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0224,efghi_state_0103,1,train,62,pipeline,bad_quality,bad_quality,ideal,low_resource,ideal,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0101,efghi_state_0232,1,train,63,basin,ideal,low_resource,bad_quality,ideal,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0067,efghi_state_0246,1,train,64,basin,ideal,ideal,ideal,bad_quality,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0126,efghi_state_0140,1,train,65,conduit,ideal,low_resource,bad_quality,ideal,low_resource,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0103,efghi_state_0228,1,train,66,basin,ideal,low_resource,ideal,bad_quality,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0079,efghi_state_0258,1,train,67,basin,ideal,low_resource,low_resource,bad_quality,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0114,efghi_state_0155,1,train,68,conduit,bad_quality,ideal,bad_quality,ideal,low_resource,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0244,efghi_state_0081,1,train,69,pipeline,bad_quality,low_resource,ideal,bad_quality,bad_quality,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0023,efghi_state_0199,1,train,70,archive,low_resource,ideal,ideal,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0147,efghi_state_0116,1,train,71,conduit,ideal,bad_quality,low_resource,ideal,low_resource,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0217,efghi_state_0108,1,train,72,pipeline,bad_quality,bad_quality,ideal,bad_quality,bad_quality,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0263,efghi_state_0070,1,train,73,pipeline,low_resource,low_resource,ideal,bad_quality,ideal,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0082,efghi_state_0243,1,train,74,basin,ideal,bad_quality,bad_quality,bad_quality,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0188,efghi_state_0040,1,train,75,furnace,bad_quality,ideal,low_resource,low_resource,ideal,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0030,efghi_state_0188,1,train,76,archive,bad_quality,bad_quality,low_resource,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0242,efghi_state_0094,1,train,77,pipeline,low_resource,bad_quality,ideal,low_resource,ideal,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0106,efghi_state_0231,1,train,78,basin,ideal,low_resource,low_resource,bad_quality,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0258,efghi_state_0056,1,train,79,pipeline,ideal,low_resource,ideal,ideal,low_resource,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0230,efghi_state_0082,1,train,80,pipeline,ideal,bad_quality,ideal,ideal,ideal,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0041,efghi_state_0163,1,train,81,archive,ideal,ideal,ideal,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0241,efghi_state_0096,1,train,82,pipeline,low_resource,bad_quality,ideal,low_resource,bad_quality,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0226,efghi_state_0090,1,train,83,pipeline,ideal,bad_quality,ideal,bad_quality,bad_quality,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0267,efghi_state_0065,1,train,84,pipeline,low_resource,low_resource,ideal,ideal,low_resource,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0045,efghi_state_0167,1,train,85,archive,ideal,low_resource,low_resource,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0033,efghi_state_0182,1,train,86,archive,bad_quality,ideal,low_resource,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0136,efghi_state_0135,1,train,87,conduit,bad_quality,bad_quality,low_resource,ideal,bad_quality,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0161,efghi_state_0121,1,train,88,conduit,low_resource,low_resource,low_resource,ideal,ideal,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0122,efghi_state_0136,1,train,89,conduit,ideal,ideal,bad_quality,ideal,ideal,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0071,efghi_state_0247,1,train,90,basin,ideal,ideal,low_resource,ideal,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0135,efghi_state_0149,1,train,91,conduit,low_resource,low_resource,bad_quality,ideal,low_resource,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0205,efghi_state_0006,1,train,92,furnace,low_resource,ideal,ideal,low_resource,bad_quality,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0004,efghi_state_0210,1,train,93,archive,bad_quality,ideal,bad_quality,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0186,efghi_state_0038,1,train,94,furnace,bad_quality,ideal,low_resource,ideal,low_resource,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0229,efghi_state_0084,1,train,95,pipeline,ideal,bad_quality,ideal,ideal,bad_quality,L1_PIP_B,"R[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0066,efghi_state_0251,1,train,96,basin,ideal,ideal,bad_quality,low_resource,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0043,efghi_state_0168,1,train,97,archive,ideal,low_resource,bad_quality,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0117,efghi_state_0158,1,train,98,conduit,bad_quality,low_resource,bad_quality,ideal,low_resource,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0170,efghi_state_0049,1,train,99,furnace,bad_quality,ideal,bad_quality,low_resource,ideal,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0096,efghi_state_0218,1,train,100,basin,ideal,ideal,ideal,low_resource,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0262,efghi_state_0072,1,train,101,pipeline,low_resource,low_resource,ideal,bad_quality,bad_quality,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0027,efghi_state_0203,1,train,102,archive,low_resource,low_resource,low_resource,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0121,efghi_state_0138,1,train,103,conduit,ideal,ideal,bad_quality,ideal,bad_quality,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0155,efghi_state_0124,1,train,104,conduit,low_resource,bad_quality,low_resource,ideal,ideal,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0139,efghi_state_0129,1,train,105,conduit,bad_quality,ideal,low_resource,ideal,bad_quality,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0181,efghi_state_0045,1,train,106,furnace,bad_quality,ideal,low_resource,bad_quality,bad_quality,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0032,efghi_state_0181,1,train,107,archive,bad_quality,ideal,ideal,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0146,efghi_state_0115,1,train,108,conduit,ideal,bad_quality,low_resource,ideal,ideal,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0057,efghi_state_0269,1,train,109,basin,ideal,bad_quality,bad_quality,low_resource,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0046,efghi_state_0180,1,train,110,archive,low_resource,bad_quality,bad_quality,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0104,efghi_state_0226,1,train,111,basin,ideal,low_resource,ideal,ideal,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0064,efghi_state_0252,1,train,112,basin,ideal,ideal,bad_quality,bad_quality,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0026,efghi_state_0202,1,train,113,archive,low_resource,low_resource,ideal,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0250,efghi_state_0078,1,train,114,pipeline,bad_quality,low_resource,ideal,low_resource,bad_quality,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0042,efghi_state_0164,1,train,115,archive,ideal,ideal,low_resource,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0190,efghi_state_0027,1,train,116,furnace,low_resource,ideal,bad_quality,bad_quality,bad_quality,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0153,efghi_state_0113,1,train,117,conduit,ideal,low_resource,low_resource,ideal,low_resource,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0165,efghi_state_0053,1,train,118,furnace,bad_quality,ideal,bad_quality,bad_quality,low_resource,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0093,efghi_state_0224,1,train,119,basin,ideal,ideal,bad_quality,low_resource,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0099,efghi_state_0221,1,train,120,basin,ideal,ideal,low_resource,low_resource,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0020,efghi_state_0205,1,train,121,archive,low_resource,bad_quality,ideal,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0145,efghi_state_0117,1,train,122,conduit,ideal,bad_quality,low_resource,ideal,bad_quality,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0002,efghi_state_0214,1,train,123,archive,bad_quality,bad_quality,ideal,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0060,efghi_state_0263,1,train,124,basin,ideal,bad_quality,ideal,low_resource,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0085,efghi_state_0237,1,train,125,basin,ideal,bad_quality,ideal,bad_quality,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0095,efghi_state_0217,1,train,126,basin,ideal,ideal,ideal,ideal,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0119,efghi_state_0142,1,train,127,conduit,ideal,bad_quality,bad_quality,ideal,ideal,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0028,efghi_state_0189,1,train,128,archive,bad_quality,bad_quality,bad_quality,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
EFGHI,L1-0128,efghi_state_0151,1,train,129,conduit,low_resource,bad_quality,bad_quality,ideal,ideal,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0070,efghi_state_0249,1,train,130,basin,ideal,ideal,low_resource,bad_quality,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0083,efghi_state_0241,1,train,131,basin,ideal,bad_quality,bad_quality,ideal,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0087,efghi_state_0236,1,train,132,basin,ideal,bad_quality,ideal,low_resource,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0056,efghi_state_0268,1,train,133,basin,ideal,bad_quality,bad_quality,ideal,bad_quality,L1_BAS_B,"R[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0091,efghi_state_0225,1,train,134,basin,ideal,ideal,bad_quality,bad_quality,low_resource,L1_BAS_L,"C[DRAIN, HEAT, CYCLE]"
EFGHI,L1-0171,efghi_state_0050,1,train,135,furnace,bad_quality,ideal,bad_quality,low_resource,low_resource,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0178,efghi_state_0033,1,train,136,furnace,bad_quality,ideal,ideal,low_resource,bad_quality,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0208,efghi_state_0018,1,train,137,furnace,low_resource,ideal,low_resource,bad_quality,bad_quality,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0212,efghi_state_0010,1,train,138,furnace,low_resource,ideal,low_resource,ideal,ideal,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0191,efghi_state_0025,1,train,139,furnace,low_resource,ideal,bad_quality,bad_quality,ideal,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0169,efghi_state_0051,1,train,140,furnace,bad_quality,ideal,bad_quality,low_resource,bad_quality,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0247,efghi_state_0075,1,train,141,pipeline,bad_quality,low_resource,ideal,ideal,bad_quality,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0193,efghi_state_0021,1,train,142,furnace,low_resource,ideal,bad_quality,ideal,bad_quality,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0123,efghi_state_0137,1,train,143,conduit,ideal,ideal,bad_quality,ideal,low_resource,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0001,efghi_state_0216,1,train,144,archive,bad_quality,bad_quality,bad_quality,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0260,efghi_state_0058,1,train,145,pipeline,ideal,low_resource,ideal,low_resource,ideal,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0127,efghi_state_0153,1,train,146,conduit,low_resource,bad_quality,bad_quality,ideal,bad_quality,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0125,efghi_state_0139,1,train,147,conduit,ideal,low_resource,bad_quality,ideal,ideal,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0168,efghi_state_0047,1,train,148,furnace,bad_quality,ideal,bad_quality,ideal,low_resource,L1_FUR_B,"R[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0149,efghi_state_0109,1,train,149,conduit,ideal,ideal,low_resource,ideal,ideal,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0109,efghi_state_0162,1,train,150,conduit,bad_quality,bad_quality,bad_quality,ideal,bad_quality,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0015,efghi_state_0191,1,train,151,archive,ideal,ideal,low_resource,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0194,efghi_state_0019,1,train,152,furnace,low_resource,ideal,bad_quality,ideal,ideal,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0251,efghi_state_0076,1,train,153,pipeline,bad_quality,low_resource,ideal,low_resource,ideal,L1_PIP_L,"C[PUMP, WIRE, PRESSURIZE]"
EFGHI,L1-0211,efghi_state_0012,1,train,154,furnace,low_resource,ideal,low_resource,ideal,bad_quality,L1_FUR_L,"C[FLOW, IGNITE, SMELT, TEMPER]"
EFGHI,L1-0024,efghi_state_0200,1,train,155,archive,low_resource,ideal,low_resource,bad_quality,ideal,L1_ARC_B,"R[FLUID, CATALOG]"
EFGHI,L1-0137,efghi_state_0133,1,train,156,conduit,bad_quality,bad_quality,low_resource,ideal,ideal,L1_CON_L,"C[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0112,efghi_state_0156,1,train,157,conduit,bad_quality,ideal,bad_quality,ideal,bad_quality,L1_CON_B,"R[ROUTE, INSULATE, DATA, SEAL]"
EFGHI,L1-0038,efghi_state_0169,1,train,158,archive,ideal,bad_quality,ideal,low_resource,ideal,L1_ARC_L,"C[FLUID, CATALOG]"
