task_id,mission_id,source_mission_id,goal_level,mission_split,split_index,target_zone,atmosphere_condition,biomass_condition,geosphere_condition,reservoir_condition,template_id,gold_action_sequence
ABCD,L1-0061,abcd_state_0069,1,train,37,reservoir,ideal,low_resource,bad_quality,bad_quality,L1_RES_B,"R[TIME, FILTER, AIR]"
ABCD,L1-0069,abcd_state_0056,1,train,38,reservoir,ideal,ideal,low_resource,low_resource,L1_RES_L,"C[TIME, FILTER, AIR]"
ABCD,L1-0048,abcd_state_0044,1,train,39,geosphere,bad_quality,low_resource,low_resource,ideal,L1_GEO_L,"C[DRILL, WATER, REFINE]"
ABCD,L1-0004,abcd_state_0012,1,train,40,atmosphere,bad_quality,ideal,ideal,bad_quality,L1_ATM_B,"R[PLANT, LIGHT, PHOTOSYNTHESIS]"
ABCD,L1-0066,abcd_state_0062,1,train,41,reservoir,ideal,bad_quality,low_resource,low_resource,L1_RES_L,"C[TIME, FILTER, AIR]"
ABCD,L1-0039,abcd_state_0053,1,train,42,geosphere,bad_quality,low_resource,bad_quality,ideal,L1_GEO_B,"R[DRILL, WATER, REFINE]"
ABCD,L1-0022,abcd_state_0030,1,train,43,biomass,ideal,bad_quality,ideal,bad_quality,L1_BIO_B,"R[SOW, MINERAL, FERTILIZE]"
ABCD,L1-0046,abcd_state_0045,1,train,44,geosphere,bad_quality,bad_quality,low_resource,ideal,L1_GEO_L,"C[DRILL, WATER, REFINE]"
ABCD,L1-0024,abcd_state_0029,1,train,45,biomass,ideal,bad_quality,ideal,low_resource,L1_BIO_B,"R[SOW, MINERAL, FERTILIZE]"
ABCD,L1-0060,abcd_state_0065,1,train,46,reservoir,ideal,ideal,low_resource,bad_quality,L1_RES_B,"R[TIME, FILTER, AIR]"
ABCD,L1-0019,abcd_state_0036,1,train,47,biomass,bad_quality,bad_quality,ideal,bad_quality,L1_BIO_B,"R[SOW, MINERAL, FERTILIZE]"
ABCD,L1-0043,abcd_state_0051,1,train,48,geosphere,low_resource,bad_quality,bad_quality,ideal,L1_GEO_B,"R[DRILL, WATER, REFINE]"
ABCD,L1-0057,abcd_state_0071,1,train,49,reservoir,ideal,bad_quality,low_resource,bad_quality,L1_RES_B,"R[TIME, FILTER, AIR]"
ABCD,L1-0026,abcd_state_0031,1,train,50,biomass,low_resource,bad_quality,ideal,ideal,L1_BIO_B,"R[SOW, MINERAL, FERTILIZE]"
ABCD,L1-0014,abcd_state_0001,1,test,1,atmosphere,low_resource,ideal,ideal,ideal,L1_ATM_L,"C[PLANT, LIGHT, PHOTOSYNTHESIS]"
ABCD,L1-0003,abcd_state_0017,1,test,2,atmosphere,bad_quality,ideal,bad_quality,low_resource,L1_ATM_B,"R[PLANT, LIGHT, PHOTOSYNTHESIS]"
ABCD,L1-0072,abcd_state_0059,1,test,3,reservoir,ideal,low_resource,low_resource,low_resource,L1_RES_L,"C[TIME, FILTER, AIR]"
ABCD,L1-0005,abcd_state_0010,1,test,4,atmosphere,bad_quality,ideal,ideal,ideal,L1_ATM_B,"R[PLANT, LIGHT, PHOTOSYNTHESIS]"
ABCD,L1-0015,abcd_state_0002,1,test,5,atmosphere,low_resource,ideal,ideal,low_resource,L1_ATM_L,"C[PLANT, LIGHT, PHOTOSYNTHESIS]"
ABCD,L1-0033,abcd_state_0020,1,test,6,biomass,ideal,low_resource,ideal,low_resource,L1_BIO_L,"C[SOW, MINERAL, FERTILIZE]"
ABCD,L1-0037,abcd_state_0054,1,test,7,geosphere,bad_quality,bad_quality,bad_quality,ideal,L1_GEO_B,"R[DRILL, WATER, REFINE]"
ABCD,L1-0056,abcd_state_0070,1,test,8,reservoir,ideal,bad_quality,ideal,bad_quality,L1_RES_B,"R[TIME, FILTER, AIR]"
ABCD,L1-0011,abcd_state_0007,1,test,9,atmosphere,low_resource,ideal,bad_quality,ideal,L1_ATM_L,"C[PLANT, LIGHT, PHOTOSYNTHESIS]"
ABCD,L1-0036,abcd_state_0023,1,test,10,biomass,low_resource,low_resource,ideal,low_resource,L1_BIO_L,"C[SOW, MINERAL, FERTILIZE]"
ABCD,L1-0058,abcd_state_0066,1,test,11,reservoir,ideal,ideal,bad_quality,bad_quality,L1_RES_B,"R[TIME, FILTER, AIR]"
ABCD,L1-0012,abcd_state_0008,1,test,12,atmosphere,low_resource,ideal,bad_quality,low_resource,L1_ATM_L,"C[PLANT, LIGHT, PHOTOSYNTHESIS]"
ABCD,L1-0020,abcd_state_0034,1,test,13,biomass,bad_quality,bad_quality,ideal,ideal,L1_BIO_B,"R[SOW, MINERAL, FERTILIZE]"
ABCD,L1-0025,abcd_state_0033,1,test,14,biomass,low_resource,bad_quality,ideal,bad_quality,L1_BIO_B,"R[SOW, MINERAL, FERTILIZE]"
ABCD,L1-0041,abcd_state_0046,1,test,15,geosphere,ideal,ideal,bad_quality,ideal,L1_GEO_B,"R[DRILL, WATER, REFINE]"
ABCD,L1-0040,abcd_state_0048,1,test,16,geosphere,ideal,bad_quality,bad_quality,ideal,L1_GEO_B,"R[DRILL, WATER, REFINE]"
ABCD,L1-0071,abcd_state_0058,1,test,17,reservoir,ideal,low_resource,ideal,low_resource,L1_RES_L,"C[TIME, FILTER, AIR]"
ABCD,L1-0027,abcd_state_0032,1,test,18,biomass,low_resource,bad_quality,ideal,low_resource,L1_BIO_B,"R[SOW, MINERAL, FERTILIZE]"
ABCD,L1-0038,abcd_state_0052,1,test,19,geosphere,bad_quality,ideal,bad_quality,ideal,L1_GEO_B,"R[DRILL, WATER, REFINE]"
ABCD,L1-0013,abcd_state_0003,1,test,20,atmosphere,low_resource,ideal,ideal,bad_quality,L1_ATM_L,"C[PLANT, LIGHT, PHOTOSYNTHESIS]"
ABCD,L1-0016,abcd_state_0006,1,test,21,atmosphere,low_resource,ideal,low_resource,bad_quality,L1_ATM_L,"C[PLANT, LIGHT, PHOTOSYNTHESIS]"
ABCD,L1-0017,abcd_state_0004,1,test,22,atmosphere,low_resource,ideal,low_resource,ideal,L1_ATM_L,"C[PLANT, LIGHT, PHOTOSYNTHESIS]"
ABCD,L2-0035,abcd_state_0097,2,train,1,geosphere,ideal,ideal,low_resource,low_resource,L2_GEO_LL,"C[DRILL, C[TIME, FILTER, AIR], REFINE]"
ABCD,L2-0019,abcd_state_0090,2,train,2,biomass,bad_quality,low_resource,bad_quality,ideal,L2_BIO_LB,"C[SOW, R[DRILL, WATER, REFINE], FERTILIZE]"
ABCD,L2-0032,abcd_state_0100,2,train,3,geosphere,ideal,ideal,low_resource,bad_quality,L2_GEO_LB,"C[DRILL, R[TIME, FILTER, AIR], REFINE]"
ABCD,L2-0029,abcd_state_0103,2,train,4,geosphere,ideal,ideal,bad_quality,low_resource,L2_GEO_BL,"R[DRILL, C[TIME, FILTER, AIR], REFINE]"
ABCD,L2-0011,abcd_state_0073,2,train,5,atmosphere,low_resource,low_resource,ideal,ideal,L2_ATM_LL,"C[C[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L2-0045,abcd_state_0113,2,train,6,reservoir,bad_quality,ideal,low_resource,low_resource,L2_RES_LB,"C[TIME, FILTER, R[PLANT, LIGHT, PHOTOSYNTHESIS]]"
ABCD,L2-0040,abcd_state_0117,2,train,7,reservoir,low_resource,ideal,bad_quality,bad_quality,L2_RES_BL,"R[TIME, FILTER, C[PLANT, LIGHT, PHOTOSYNTHESIS]]"
ABCD,L2-0026,abcd_state_0106,2,train,8,geosphere,ideal,ideal,bad_quality,bad_quality,L2_GEO_BB,"R[DRILL, R[TIME, FILTER, AIR], REFINE]"
ABCD,L2-0020,abcd_state_0088,2,train,9,biomass,ideal,low_resource,bad_quality,ideal,L2_BIO_LB,"C[SOW, R[DRILL, WATER, REFINE], FERTILIZE]"
ABCD,L2-0007,abcd_state_0078,2,train,10,atmosphere,low_resource,bad_quality,ideal,bad_quality,L2_ATM_LB,"C[R[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L2-0010,abcd_state_0075,2,train,11,atmosphere,low_resource,low_resource,ideal,bad_quality,L2_ATM_LL,"C[C[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L2-0018,abcd_state_0092,2,train,12,biomass,low_resource,bad_quality,low_resource,ideal,L2_BIO_BL,"R[SOW, C[DRILL, WATER, REFINE], FERTILIZE]"
ABCD,L2-0005,abcd_state_0079,2,train,13,atmosphere,bad_quality,low_resource,ideal,ideal,L2_ATM_BL,"R[C[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L2-0031,abcd_state_0102,2,train,14,geosphere,ideal,bad_quality,low_resource,bad_quality,L2_GEO_LB,"C[DRILL, R[TIME, FILTER, AIR], REFINE]"
ABCD,L2-0006,abcd_state_0080,2,train,15,atmosphere,bad_quality,low_resource,ideal,low_resource,L2_ATM_BL,"R[C[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L2-0042,abcd_state_0116,2,train,16,reservoir,low_resource,ideal,low_resource,bad_quality,L2_RES_BL,"R[TIME, FILTER, C[PLANT, LIGHT, PHOTOSYNTHESIS]]"
ABCD,L2-0033,abcd_state_0101,2,train,17,geosphere,ideal,low_resource,low_resource,bad_quality,L2_GEO_LB,"C[DRILL, R[TIME, FILTER, AIR], REFINE]"
ABCD,L2-0038,abcd_state_0118,2,train,18,reservoir,bad_quality,ideal,ideal,bad_quality,L2_RES_BB,"R[TIME, FILTER, R[PLANT, LIGHT, PHOTOSYNTHESIS]]"
ABCD,L2-0009,abcd_state_0077,2,train,19,atmosphere,low_resource,bad_quality,ideal,low_resource,L2_ATM_LB,"C[R[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L2-0043,abcd_state_0114,2,train,20,reservoir,bad_quality,ideal,bad_quality,low_resource,L2_RES_LB,"C[TIME, FILTER, R[PLANT, LIGHT, PHOTOSYNTHESIS]]"
ABCD,L2-0025,abcd_state_0108,2,train,21,geosphere,ideal,bad_quality,bad_quality,bad_quality,L2_GEO_BB,"R[DRILL, R[TIME, FILTER, AIR], REFINE]"
ABCD,L2-0044,abcd_state_0112,2,train,22,reservoir,bad_quality,ideal,ideal,low_resource,L2_RES_LB,"C[TIME, FILTER, R[PLANT, LIGHT, PHOTOSYNTHESIS]]"
ABCD,L2-0024,abcd_state_0086,2,train,23,biomass,low_resource,low_resource,low_resource,ideal,L2_BIO_LL,"C[SOW, C[DRILL, WATER, REFINE], FERTILIZE]"
ABCD,L2-0041,abcd_state_0115,2,train,24,reservoir,low_resource,ideal,ideal,bad_quality,L2_RES_BL,"R[TIME, FILTER, C[PLANT, LIGHT, PHOTOSYNTHESIS]]"
ABCD,L2-0047,abcd_state_0109,2,train,25,reservoir,low_resource,ideal,ideal,low_resource,L2_RES_LL,"C[TIME, FILTER, C[PLANT, LIGHT, PHOTOSYNTHESIS]]"
ABCD,L2-0017,abcd_state_0091,2,train,26,biomass,ideal,bad_quality,low_resource,ideal,L2_BIO_BL,"R[SOW, C[DRILL, WATER, REFINE], FERTILIZE]"
ABCD,L2-0003,abcd_state_0083,2,train,27,atmosphere,bad_quality,bad_quality,ideal,low_resource,L2_ATM_BB,"R[R[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L2-0002,abcd_state_0082,2,train,28,atmosphere,bad_quality,bad_quality,ideal,ideal,L2_ATM_BB,"R[R[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L2-0027,abcd_state_0107,2,train,29,geosphere,ideal,low_resource,bad_quality,bad_quality,L2_GEO_BB,"R[DRILL, R[TIME, FILTER, AIR], REFINE]"
ABCD,L2-0048,abcd_state_0110,2,train,30,reservoir,low_resource,ideal,low_resource,low_resource,L2_RES_LL,"C[TIME, FILTER, C[PLANT, LIGHT, PHOTOSYNTHESIS]]"
ABCD,L2-0023,abcd_state_0085,2,train,31,biomass,ideal,low_resource,low_resource,ideal,L2_BIO_LL,"C[SOW, C[DRILL, WATER, REFINE], FERTILIZE]"
ABCD,L2-0013,abcd_state_0096,2,train,32,biomass,bad_quality,bad_quality,bad_quality,ideal,L2_BIO_BB,"R[SOW, R[DRILL, WATER, REFINE], FERTILIZE]"
ABCD,L2-0015,abcd_state_0095,2,train,33,biomass,low_resource,bad_quality,bad_quality,ideal,L2_BIO_BB,"R[SOW, R[DRILL, WATER, REFINE], FERTILIZE]"
ABCD,L2-0012,abcd_state_0074,2,train,34,atmosphere,low_resource,low_resource,ideal,low_resource,L2_ATM_LL,"C[C[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L2-0037,abcd_state_0120,2,test,1,reservoir,bad_quality,ideal,bad_quality,bad_quality,L2_RES_BB,"R[TIME, FILTER, R[PLANT, LIGHT, PHOTOSYNTHESIS]]"
ABCD,L2-0036,abcd_state_0098,2,test,2,geosphere,ideal,low_resource,low_resource,low_resource,L2_GEO_LL,"C[DRILL, C[TIME, FILTER, AIR], REFINE]"
ABCD,L2-0039,abcd_state_0119,2,test,3,reservoir,bad_quality,ideal,low_resource,bad_quality,L2_RES_BB,"R[TIME, FILTER, R[PLANT, LIGHT, PHOTOSYNTHESIS]]"
ABCD,L2-0014,abcd_state_0094,2,test,4,biomass,ideal,bad_quality,bad_quality,ideal,L2_BIO_BB,"R[SOW, R[DRILL, WATER, REFINE], FERTILIZE]"
ABCD,L2-0016,abcd_state_0093,2,test,5,biomass,bad_quality,bad_quality,low_resource,ideal,L2_BIO_BL,"R[SOW, C[DRILL, WATER, REFINE], FERTILIZE]"
ABCD,L2-0004,abcd_state_0081,2,test,6,atmosphere,bad_quality,low_resource,ideal,bad_quality,L2_ATM_BL,"R[C[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L2-0021,abcd_state_0089,2,test,7,biomass,low_resource,low_resource,bad_quality,ideal,L2_BIO_LB,"C[SOW, R[DRILL, WATER, REFINE], FERTILIZE]"
ABCD,L2-0022,abcd_state_0087,2,test,8,biomass,bad_quality,low_resource,low_resource,ideal,L2_BIO_LL,"C[SOW, C[DRILL, WATER, REFINE], FERTILIZE]"
ABCD,L2-0046,abcd_state_0111,2,test,9,reservoir,low_resource,ideal,bad_quality,low_resource,L2_RES_LL,"C[TIME, FILTER, C[PLANT, LIGHT, PHOTOSYNTHESIS]]"
ABCD,L2-0001,abcd_state_0084,2,test,10,atmosphere,bad_quality,bad_quality,ideal,bad_quality,L2_ATM_BB,"R[R[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L2-0028,abcd_state_0105,2,test,11,geosphere,ideal,bad_quality,bad_quality,low_resource,L2_GEO_BL,"R[DRILL, C[TIME, FILTER, AIR], REFINE]"
ABCD,L2-0030,abcd_state_0104,2,test,12,geosphere,ideal,low_resource,bad_quality,low_resource,L2_GEO_BL,"R[DRILL, C[TIME, FILTER, AIR], REFINE]"
ABCD,L2-0008,abcd_state_0076,2,test,13,atmosphere,low_resource,bad_quality,ideal,ideal,L2_ATM_LB,"C[R[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L2-0034,abcd_state_0099,2,test,14,geosphere,ideal,bad_quality,low_resource,low_resource,L2_GEO_LL,"C[DRILL, C[TIME, FILTER, AIR], REFINE]"
ABCD,L3-0017,abcd_state_0144,3,train,1,geosphere,bad_quality,ideal,bad_quality,bad_quality,L3_GEO_BBB,"R[DRILL, R[TIME, FILTER, R[PLANT, LIGHT, PHOTOSYNTHESIS]], REFINE]"
ABCD,L3-0008,abcd_state_0121,3,train,2,atmosphere,low_resource,low_resource,low_resource,ideal,L3_ATM_LLL,"C[C[SOW, C[DRILL, WATER, REFINE], FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L3-0029,abcd_state_0148,3,train,3,reservoir,bad_quality,bad_quality,ideal,low_resource,L3_RES_LBB,"C[TIME, FILTER, R[R[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]]"
ABCD,L3-0021,abcd_state_0140,3,train,4,geosphere,bad_quality,ideal,low_resource,bad_quality,L3_GEO_LBB,"C[DRILL, R[TIME, FILTER, R[PLANT, LIGHT, PHOTOSYNTHESIS]], REFINE]"
ABCD,L3-0032,abcd_state_0145,3,train,5,reservoir,low_resource,low_resource,ideal,low_resource,L3_RES_LLL,"C[TIME, FILTER, C[C[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]]"
ABCD,L3-0007,abcd_state_0122,3,train,6,atmosphere,low_resource,low_resource,bad_quality,ideal,L3_ATM_LLB,"C[C[SOW, R[DRILL, WATER, REFINE], FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L3-0016,abcd_state_0129,3,train,7,biomass,ideal,low_resource,low_resource,low_resource,L3_BIO_LLL,"C[SOW, C[DRILL, C[TIME, FILTER, AIR], REFINE], FERTILIZE]"
ABCD,L3-0026,abcd_state_0151,3,train,8,reservoir,bad_quality,low_resource,ideal,bad_quality,L3_RES_BBL,"R[TIME, FILTER, R[C[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]]"
ABCD,L3-0001,abcd_state_0128,3,train,9,atmosphere,bad_quality,bad_quality,bad_quality,ideal,L3_ATM_BBB,"R[R[SOW, R[DRILL, WATER, REFINE], FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L3-0004,abcd_state_0125,3,train,10,atmosphere,bad_quality,low_resource,low_resource,ideal,L3_ATM_BLL,"R[C[SOW, C[DRILL, WATER, REFINE], FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L3-0025,abcd_state_0152,3,train,11,reservoir,bad_quality,bad_quality,ideal,bad_quality,L3_RES_BBB,"R[TIME, FILTER, R[R[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]]"
ABCD,L3-0024,abcd_state_0137,3,train,12,geosphere,low_resource,ideal,low_resource,low_resource,L3_GEO_LLL,"C[DRILL, C[TIME, FILTER, C[PLANT, LIGHT, PHOTOSYNTHESIS]], REFINE]"
ABCD,L3-0022,abcd_state_0139,3,train,13,geosphere,low_resource,ideal,low_resource,bad_quality,L3_GEO_LBL,"C[DRILL, R[TIME, FILTER, C[PLANT, LIGHT, PHOTOSYNTHESIS]], REFINE]"
ABCD,L3-0020,abcd_state_0141,3,train,14,geosphere,low_resource,ideal,bad_quality,low_resource,L3_GEO_BLL,"R[DRILL, C[TIME, FILTER, C[PLANT, LIGHT, PHOTOSYNTHESIS]], REFINE]"
ABCD,L3-0028,abcd_state_0149,3,train,15,reservoir,low_resource,low_resource,ideal,bad_quality,L3_RES_BLL,"R[TIME, FILTER, C[C[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]]"
ABCD,L3-0023,abcd_state_0138,3,train,16,geosphere,bad_quality,ideal,low_resource,low_resource,L3_GEO_LLB,"C[DRILL, C[TIME, FILTER, R[PLANT, LIGHT, PHOTOSYNTHESIS]], REFINE]"
ABCD,L3-0030,abcd_state_0147,3,train,17,reservoir,bad_quality,low_resource,ideal,low_resource,L3_RES_LBL,"C[TIME, FILTER, R[C[SOW, MINERAL, FERTILIZE], LIGHT, PHOTOSYNTHESIS]]"
ABCD,L3-0015,abcd_state_0130,3,train,18,biomass,ideal,low_resource,low_resource,bad_quality,L3_BIO_LLB,"C[SOW, C[DRILL, R[TIME, FILTER, AIR], REFINE], FERTILIZE]"
ABCD,L3-0006,abcd_state_0123,3,train,19,atmosphere,low_resource,bad_quality,low_resource,ideal,L3_ATM_LBL,"C[R[SOW, C[DRILL, WATER, REFINE], FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L3-0011,abcd_state_0134,3,train,20,biomass,ideal,bad_quality,low_resource,bad_quality,L3_BIO_BLB,"R[SOW, C[DRILL, R[TIME, FILTER, AIR], REFINE], FERTILIZE]"
ABCD,L3-0012,abcd_state_0133,3,train,21,biomass,ideal,bad_quality,low_resource,low_resource,L3_BIO_BLL,"R[SOW, C[DRILL, C[TIME, FILTER, AIR], REFINE], FERTILIZE]"
ABCD,L3-0013,abcd_state_0132,3,train,22,biomass,ideal,low_resource,bad_quality,bad_quality,L3_BIO_LBB,"C[SOW, R[DRILL, R[TIME, FILTER, AIR], REFINE], FERTILIZE]"
ABCD,L3-0002,abcd_state_0127,3,test,1,atmosphere,bad_quality,bad_quality,low_resource,ideal,L3_ATM_BBL,"R[R[SOW, C[DRILL, WATER, REFINE], FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L3-0009,abcd_state_0136,3,test,2,biomass,ideal,bad_quality,bad_quality,bad_quality,L3_BIO_BBB,"R[SOW, R[DRILL, R[TIME, FILTER, AIR], REFINE], FERTILIZE]"
ABCD,L3-0003,abcd_state_0126,3,test,3,atmosphere,bad_quality,low_resource,bad_quality,ideal,L3_ATM_BLB,"R[C[SOW, R[DRILL, WATER, REFINE], FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L3-0005,abcd_state_0124,3,test,4,atmosphere,low_resource,bad_quality,bad_quality,ideal,L3_ATM_LBB,"C[R[SOW, R[DRILL, WATER, REFINE], FERTILIZE], LIGHT, PHOTOSYNTHESIS]"
ABCD,L3-0014,abcd_state_0131,3,test,5,biomass,ideal,low_resource,bad_quality,low_resource,L3_BIO_LBL,"C[SOW, R[DRILL, C[TIME, FILTER, AIR], REFINE], FERTILIZE]"
ABCD,L3-0019,abcd_state_0142,3,test,6,geosphere,bad_quality,ideal,bad_quality,low_resource,L3_GEO_BLB,"R[DRILL, C[TIME, FILTER, R[PLANT, LIGHT, PHOTOSYNTHESIS]], REFINE]"
